phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
i-ma-g		image	imaZ	image	NOM	f	s	82.13	188.92	51.34	119.39		2	3	1	5	4	VCVCV	VCVC	2	2	5	4	i-maZ	2	V-CVC	egami	Zami	i-ma-ge	NOM,VER	100	19	1.65	1.7	image	1
pier-		pierre	pjER	pierre	NOM	f	s	67.17	189.86	40.58	119.39		1	3	1	6	4	CVVCCV	CYVC	1	13	6	4	pjER	1	CYVC	erreip	REjp	pier-re	NOM	96	30	1.9	1	pierre	1
exem-pl		exemple	Egz@pl	exemple	NOM	m	s	93.2	126.62	91.83	119.19		1	2	1	7	6	VCVCCCV	VCCVCC	1	0	7	6	Eg-z@pl	2	VC-CVCC	elpmexe	lp@zgE	exem-ple	NOM	94	18	2.45	2.7	exemple	1
si-gn		signe	siN	signe	NOM	m	s	82.73	161.28	67.74	119.19		2	7	1	5	3	CVCCV	CVC	9	16	5	3	siN	1	CVC	engis	Nis	si-gne	NOM,VER	96	32	1.2	1	signe	1
a-sar		hasard	azaR	hasard	NOM	m	s	48.07	124.19	46.98	118.99		1	2	1	6	4	CVCVCC	VCVC	2	10	6	4	a-zaR	2	V-CVC	drasah	Raza	ha-sard	NOM	100	24	1.7	1.2	hasard	1
cou-leur		couleur	kul9R	couleur	NOM	f	s	82.25	198.72	57.46	118.65		1	2	1	7	5	CVVCVVC	CVCVC	7	11	7	5	ku-l9R	2	CV-CVC	rueluoc	R9luk	cou-leur	NOM	100	15	1.5	1.35	couleur	1
tel-		telle	tEl	telle	ADJ:ind	f	s	48.77	118.58	48.77	118.58		2	10	1	5	3	CVCCV	CVC	8	21	5	3	tEl	1	CVC	ellet	lEt	tel-le	ADJ:ind,PRO:ind			1.4	1	telle-:ind	2
ma-ri		mari	maRi	mari	NOM	m	s	264.15	124.26	254.92	118.38		1	9	1	4	4	CVCV	CVCV	17	31	4	4	ma-Ri	2	CV-CV	iram	iRam	ma-ri	NOM	100	22	1	1	mari	1
pa-rais-ai		paraissait	paREsE	paraître	VER			122.14	448.11	4.63	118.31	ind:imp:3s;	1	6	0	10	6	CVCVVCCVVC	CVCVCV	2	6	0	0	pa-RE-sE	3	CV-CV-CV	tiassiarap	EsERap	pa-rais-sait	VER	96	27	2	1.55	paraître	1
vil-a-g		village	vilaZ	village	NOM	m	s	95.82	143.99	87.6	118.24		1	2	1	7	5	CVCCVCV	CVCVC	2	6	7	5	vi-laZ	2	CV-CVC	egalliv	Zaliv	vil-la-ge	NOM	95	20	1.85	1.7	village	1
fai-san		faisant	f°z@	faire	VER			8813.48	5328.99	30.88	118.11	par:pre;	1	2	0	7	4	CVVCVCC	CVCV	6	5	0	0	f°-z@	2	CV-CV	tnasiaf	@z°f	fai-sant	VER	100	19	1.65	1.8	faire	1
par-lé		parlé	paRle	parler	VER	m	s	1970.55	1086.01	248.94	118.04	par:pas;par:pas;par:pas;par:pas;	2	13	0	5	5	CVCCV	CVCCV	4	8	5	5	paR-le	2	CVC-CV	élrap	elRap	par-lé	VER,ADJ	100	19	1.6	1.35	parler	1
a-van		avant	av@	avant	ADV			224.38	117.7	224.38	117.7		4	6	1	5	3	VCVCC	VCV	4	17	5	3	a-v@	2	V-CV	tnava	@va	a-vant	ADJ,ADV,NOM,PRE			1.55	1	avant	1
là-ba		là-bas	laba	là-bas	ADV			263.15	117.7	263.15	117.7		1	1	1	6	4	CV-CVC	CVCV	0	15	4	4	la-ba	2	CV-CV	sab-àl	abal	là-bas	ADV			2.95	1.15	là-bas	2
chien		chien	Sj5	chien	NOM	m	s	223.53	184.59	158.77	117.64		1	3	1	5	3	CCVVC	CYV	3	12	5	3	Sj5	1	CYV	neihc	5jS	chien	NOM	92	26	1.7	1.4	chien	1
lais-é		laissé	lese	laisser	VER	m	s	1334.1	851.55	139.96	117.57	par:pas;par:pas;par:pas;par:pas;	2	8	0	6	4	CVVCCV	CVCV	3	15	6	4	le-se	2	CV-CV	éssial	esel	lais-sé	VER,NOM	100	27	1.65	1.2	laisser	1
dé-par		départ	depaR	départ	NOM	m	s	68.49	123.04	67.35	116.96		2	4	1	6	5	CVCVCC	CVCVC	3	9	6	5	de-paR	2	CV-CVC	trapéd	Raped	dé-part	NOM,VER	100	32	1.65	1.3	dé2-partir	2
moin-dr		moindre	mw5dR	moindre	ADJ		s	50.12	130.27	46.74	116.96		1	2	1	7	5	CVVCCCV	CYVCC	2	2	7	5	mw5dR	1	CYVCC	erdniom	Rd5wm	moin-dre	ADJ	95	24	1.8	1.85	moindre	1
é-pau-l		épaule	epol	épaule	NOM	f	s	32.41	288.72	17.91	116.96		2	5	1	6	4	VCVVCV	VCVC	2	2	6	4	e-pol	2	V-CVC	eluapé	lope	é-pau-le	NOM,VER	100	24	1.7	1.65	épaule	1
droi-t		droite	dRwat	droite	NOM	f	s	58.7	117.97	58.44	116.69		2	4	1	6	5	CCVVCV	CCYVC	2	0	6	5	dRwat	1	CCYVC	etiord	tawRd	droi-te	ADJ,NOM	100	27	1.75	1.9	droite	1
von		vont	v§	aller	VER			9992.77	2854.93	281.35	116.62	ind:pre:3p;	1	1	0	4	2	CVCC	CV	10	26	0	0	v§	1	CV	tnov	§v	vont	VER	100	17	1.45	1	aller	1
soeur		soeur	s9R	soeur	NOM	f	s	184.99	161.01	155.22	116.55		1	2	1	5	3	CVVVC	CVC	3	15	5	3	s9R	1	CVC	rueos	R9s	soeur	NOM	100	19	1.8	1.05	soeur	1
é-cri-r		écrire	ekRiR	écrire	VER			305.92	341.82	84.14	116.15	inf;	1	1	1	6	5	VCCVCV	VCCVC	4	3	5	5	e-kRiR	2	V-CCVC	erircé	RiRke	é-cri-re	VER	96	29	1.6	1.45	écrire	1
tel		tel	tEl	tel	ADJ:ind	m	s	66.9	115.74	66.9	115.74		2	10	1	3	3	CVC	CVC	11	21	3	3	tEl	1	CVC	let	lEt	tel	ADJ:ind,PRO:ind			1.3	1	tel-:ind	2
let-r		lettres	lEtR	lettre	NOM	f	p	156.77	256.01	47.98	115.14		1	2	0	7	4	CVCCCVC	CVCC	1	11	0	4	lEtR	1	CVCC	serttel	RtEl	let-tres	NOM	100	28	1.85	1.2	lettre	1
per-du		perdu	pERdy	perdre	VER	m	s	546.08	377.36	217.23	115.07	par:pas;	3	9	0	5	5	CVCCV	CVCCV	4	7	5	5	pER-dy	2	CVC-CV	udrep	ydREp	per-du	VER,ADJ,NOM	100	32	1.6	1.5	perdre	1
den		dents	d@	dent	NOM	f	p	74.2	125.68	60.94	114.53		1	5	0	5	2	CVCCC	CV	5	28	0	2	d@	1	CV	stned	@d	dents	NOM	95	20	1.65	1	dent	1
ar-mé		armée	aRme	armée	NOM	f	s	101.07	146.55	93.97	114.46		3	12	1	5	4	VCCVV	VCCV	3	11	5	4	aR-me	2	VC-CV	eémra	emRa	ar-mée	VER,ADJ,NOM	100	48	1.65	1.2	armée	1
pou-voir		pouvoir	puvwaR	pouvoir	VER			5524.47	2659.8	134.56	114.39	inf;	2	3	1	7	6	CVVCVVC	CVCYVC	1	2	4	3	pu-vwaR	2	CV-CYVC	riovuop	Rawvup	pou-voir	NOM,VER	95	21	1.85	1.85	pouvoir	1
chan-c		chance	S@s	chance	NOM		s	360.6	136.35	334.02	114.05		1	2	1	6	3	CCVCCV	CVC	3	13	6	3	S@s	1	CVC	ecnahc	s@S	chan-ce	NOM	100	18	1.7	1.1	chance	1
de-pui		depuis	d°p8i	depuis	ADV			147.19	114.05	147.19	114.05		2	2	1	6	5	CVCVVC	CVCYV	0	0	3	3	d°-p8i	2	CV-CYV	siuped	i8p°d	de-puis	ADV,PRE			2.15	2.25	depuis	1
pa-raî		paraît	paRE	paraître	VER			122.14	448.11	81.22	113.92	ind:pre:3s;	1	7	0	6	4	CVCVVC	CVCV	3	30	0	4	pa-RE	2	CV-CV	tîarap	ERap	pa-raît	VER	96	27	1.85	1	paraître	1
pre-nai		prenait	pR°nE	prendre	VER			1913.83	1466.42	18.66	113.92	ind:imp:3s;	1	3	0	7	5	CCVCVVC	CCVCV	3	4	0	0	pR°-nE	2	CCV-CV	tianerp	En°Rp	pre-nait	VER	95	24	1.8	1.65	prendre	1
por-tai		portait	pORtE	porter	VER			319.98	474.93	25.75	113.85	ind:imp:3s;	1	4	0	7	5	CVCCVVC	CVCCV	6	9	0	0	pOR-tE	2	CVC-CV	tiatrop	EtROp	por-tait	VER	100	23	1.6	1.25	porter	1
mai-son		maisons	mEz§	maison	NOM	f	p	605.75	575.34	35.44	113.78		1	2	0	7	4	CVVCVCC	CVCV	5	8	0	4	mE-z§	2	CV-CV	snosiam	§zEm	mai-sons	NOM	93	30	1.65	1.6	maison	1
en-tré		entrée	@tRe	entrée	NOM	f	s	48.08	118.78	43.75	113.72		2	8	1	6	4	VCCCVV	VCCV	2	9	6	4	@-tRe	2	V-CCV	eértne	eRt@	en-trée	VER,NOM	87	16	1.6	1	entrée	1
vou-lez		voulez	vule	vouloir	VER			5249.3	1640.14	553.4	113.58	imp:pre:2p;ind:pre:2p;	2	2	0	6	4	CVVCVC	CVCV	4	15	0	0	vu-le	2	CV-CV	zeluov	eluv	vou-lez	VER	94	17	1.7	1.15	vouloir	1
el-mêm		elle-même	ElmEm	elle-même	PRO:per	f	s	17.88	113.51	17.88	113.51		1	2	1	9	5	VCCV-CVCV	VCCVC	0	0	5	4	El-mEm	2	VC-CVC	emêm-elle	mEmlE	elle-même	PRO:per			4	2	elle-même-:per	3
ru		rues	Ry	rue	NOM		p	157.81	562.97	30.46	113.45		2	7	0	4	2	CVVC	CV	13	24	0	2	Ry	1	CV	seur	yR	rues	NOM,VER			1	1	rue	1
pou-vai		pouvais	puvE	pouvoir	VER			5524.47	2659.8	122.61	113.24	ind:imp:1s;ind:imp:2s;	1	3	0	7	4	CVVCVVC	CVCV	3	12	0	0	pu-vE	2	CV-CV	siavuop	Evup	pou-vais	VER	95	21	1.8	1.35	pouvoir	1
a-ve-nir		avenir	av°niR	avenir	NOM	m	s	72.61	113.72	72.47	113.18		2	3	1	6	6	VCVCVC	VCVCVC	0	0	5	5	a-v°-niR	3	V-CV-CVC	rineva	Rin°va	a-ve-nir	NOM,VER	100	19	1.85		avenir	1
vi		vit	vi	voir	VER			4119.43	2401.76	14.7	113.11	ind:pas:3s;	2	8	0	3	2	CVC	CV	18	27	3	2	vi	1	CV	tiv	iv	vit	VER	94	19	1	1	voir	1
cou		cou	ku	cou	NOM	m	s	44.09	115.34	43.71	112.7		1	8	1	3	2	CVV	CV	16	28	3	2	ku	1	CV	uoc	uk	cou	NOM			1	1	cou	1
ri-r		rire	RiR	rire	NOM	m	s	38.88	155.47	22.8	112.57		2	4	1	4	3	CVCV	CVC	20	24	3	3	RiR	1	CVC	erir	RiR	ri-re	NOM,VER	100	15	1	1	rire	1
cha-leur		chaleur	Sal9R	chaleur	NOM	f	s	39.13	116.22	38.77	112.23		1	2	1	7	5	CCVCVVC	CVCVC	0	6	7	4	Sa-l9R	2	CV-CVC	ruelahc	R9laS	cha-leur	NOM	100	24	1.85	1.6	chaleur	1
me-su-r		mesure	m°zyR	mesure	NOM	f	s	32.15	132.84	21.02	112.16		2	5	1	6	5	CVCVCV	CVCVC	4	1	6	5	m°-zyR	2	CV-CVC	erusem	Ryz°m	me-su-re	NOM,VER	100	26	1.55	1.7	mesurer	1
pas-é		passé	pase	passé	NOM	m	s	64.32	113.51	63.39	112.03		4	14	1	5	4	CVCCV	CVCV	8	27	5	4	pa-se	2	CV-CV	éssap	esap	pas-sé	VER,ADJ,ADV,NOM	90	20	1.5	1	passé	1
som-eil		sommeil	somEj	sommeil	NOM	m	s	44.53	114.8	44.51	112.03		1	4	1	7	5	CVCCVVC	CVCVY	0	2	7	5	so-mEj	2	CV-CVY	liemmos	jEmos	som-meil	NOM	100	29	2.25	1.65	sommeil	1
ro-b		robe	ROb	robe	NOM	f	s	84.43	148.18	72.72	111.96		1	2	1	4	3	CVCV	CVC	7	16	4	3	ROb	1	CVC	ebor	bOR	ro-be	NOM	95	21	1.5	1	robe	1
se-mai-n		semaine	s°mEn	semaine	NOM	f	s	290.85	197.5	186.01	111.89		1	2	1	7	5	CVCVVCV	CVCVC	0	2	7	5	s°-mEn	2	CV-CVC	eniames	nEm°s	se-mai-ne	NOM	100	20	2.1	1.85	semaine	1
plui		pluie	pl8i	pluie	NOM	f	s	46.1	122.57	42.91	111.76		1	2	1	5	4	CCVVV	CCYV	3	0	4	3	pl8i	1	CCYV	eiulp	i8lp	pluie	NOM	100	28	1.7	1.8	pluie	1
fau-drai		faudrait	fodRE	falloir	VER			1653.76	1250.41	74.08	111.69	cnd:pre:3s;	1	1	0	8	5	CVVCCVVC	CVCCV	1	5	0	0	fo-dRE	2	CV-CCV	tiarduaf	ERdof	fau-drait	VER	91	23	1.95	1.6	falloir	1
quel-qu		quelque	kElk	quelque	ADV			62.61	111.49	62.61	111.49		2	3	1	7	4	CVVCCVV	CVCC	0	1	7	4	kElk	1	CVCC	euqleuq	klEk	quel-que	ADJ:ind,ADV			2.7	1.8	quelque	1
brus-que-men		brusquement	bRysk°m@	brusquement	ADV			4.88	111.42	4.88	111.42		1	1	1	11	8	CCVCCVVCVCC	CCVCCVCV	0	0	8	7	bRys-k°-m@	3	CCVC-CV-CV	tnemeuqsurb	@m°ksyRb	brus-que-ment	ADV			3.55	3	brusquement	1
con-ai		connais	konE	connaître	VER			961.03	629.26	415.87	111.35	imp:pre:2s;ind:pre:1s;ind:pre:2s;	2	3	0	7	4	CVCCVVC	CVCV	6	20	7	4	ko-nE	2	CV-CV	siannoc	Enok	con-nais	VER	93	16	1.7	1	connaître	1
se-rai		serait	s°RE	être	AUX			8074.24	6501.82	59.74	111.35	cnd:pre:3s;	2	8	0	6	4	CVCVVC	CVCV	5	10	0	0	s°-RE	2	CV-CV	tiares	ER°s	se-rait	AUX,VER			1.4		être	1
tan-t		tante	t@t	tante	NOM	f	s	76.62	118.38	70.69	110.95		1	7	1	5	3	CVCCV	CVC	12	21	5	3	t@t	1	CVC	etnat	t@t	tan-te	NOM	96	26	1.2	1	tante	1
se-lon		selon	s°l§	selon	PRE			81.4	110.88	81.4	110.88		1	1	1	5	4	CVCVC	CVCV	3	11	4	4	s°-l§	2	CV-CV	noles	§l°s	se-lon	PRE			1.85	1.55	selon	1
guè-r		guère	gER	guère	ADV			17.02	110.68	17.02	110.68		1	3	1	5	3	CVVCV	CVC	1	23	4	3	gER	1	CVC	erèug	REg	guè-re	ADV			1.9	1	guère	1
voya-g		voyage	vwajaZ	voyage	NOM	m	s	123.17	140.07	112.19	110.54		2	5	1	6	6	CVVVCV	CYVYVC	2	1	6	6	vwa-jaZ	2	CYV-YVC	egayov	Zajawv	voya-ge	NOM,VER	100	20	1.7	1.7	voyager	1
che-val		cheval	S°val	cheval	NOM	m	s	129.12	179.26	85.42	110.27		1	1	1	6	5	CCVCVC	CVCVC	2	1	6	5	S°-val	2	CV-CVC	lavehc	lav°S	che-val	NOM	100	23	1.9	1.8	cheval	1
bon		bon	b§	bon	ONO			521.22	109.86	521.22	109.86		4	8	1	3	2	CVC	CV	22	27	3	2	b§	1	CV	nob	§b	bon	ADJ,ADV,NOM,ONO			1	1	bon	1
mu-si-qu		musique	myzik	musique	NOM	f	s	169.8	114.32	168.89	109.8		2	4	1	7	5	CVCVCVV	CVCVC	1	2	7	5	my-zik	2	CV-CVC	euqisum	kizym	mu-si-que	NOM,VER	100	22	1.85	1.75	musique	1
jus-t		juste	Zyst	juste	ADV			252.71	109.46	252.71	109.46		3	5	1	5	4	CVCCV	CVCC	3	3	5	4	Zyst	1	CVCC	etsuj	tsyZ	jus-te	ADJ,ADV,NOM			1.7	1.7	juste	1
en-trer		entrer	@tRe	entrer	VER			450.11	398.38	160.13	109.26	inf;;	1	8	1	6	4	VCCCVC	VCCV	4	9	6	4	@-tRe	2	V-CCV	rertne	eRt@	en-trer	VER	97	35	1.55	1	entrer	1
de-or		dehors	d2OR	dehors	ADV			180.79	109.05	180.79	109.05		3	3	1	6	4	CVCVCC	CVVC	0	0	3	3	d2-OR	2	CV-VC	srohed	RO2d	de-hors	ADV,NOM,ONO			2.45		dehors	1
pen-sai		pensait	p@sE	penser	VER			1485.47	869.8	32.53	109.05	ind:imp:3s;	1	5	0	7	4	CVCCVVC	CVCV	4	16	0	0	p@-sE	2	CV-CV	tiasnep	Es@p	pen-sait	VER	100	30	1.7	1.05	penser	1
en-droi		endroit	@dRwa	endroit	NOM	m	s	218.24	137.57	196.75	108.65		1	2	1	7	5	VCCCVVC	VCCYV	0	1	4	4	@-dRwa	2	V-CCYV	tiordne	awRd@	en-droit	NOM	100	20	1.95	1.85	endroit	1
mau-vai		mauvais	movE	mauvais	ADJ	m		252.69	200.61	138.04	108.65		3	3	1	7	4	CVVCVVC	CVCV	2	8	7	4	mo-vE	2	CV-CV	siavuam	Evom	mau-vais	ADJ,ADV,NOM	100	26	1.85	1.5	mauve-ais	2
mè-tr		mètres	mEtR	mètre	NOM	m	p	43.49	130.07	37.46	108.24		2	9	0	6	4	CVCCVC	CVCC	1	12	0	4	mEtR	1	CVCC	sertèm	RtEm	mè-tres	NOM,VER	100	24	1.85	1	mètre	1
com-bien		combien	k§bj5	combien	ADV			390.58	108.04	390.58	108.04		1	1	1	7	5	CVCCVVC	CVCYV	0	2	7	5	k§-bj5	2	CV-CYV	neibmoc	5jb§k	com-bien	ADV			2	1.9	combien	1
cel-		celles	sEl	celles	PRO:dem	f	p	34.73	107.97	34.73	107.97		1	12	1	6	3	CVCCVC	CVC	7	28	6	3	sEl	1	CVC	sellec	lEs	cel-les	PRO:dem			1.45	1	celles-:dem	2
pri		prix	pRi	prix	NOM	m		126.55	107.5	126.55	107.5		1	8	1	4	3	CCVC	CCV	8	19	4	3	pRi	1	CCV	xirp	iRp	prix	NOM	95	21	1.6	1	prix	1
moi-mêm		moi-même	mwamEm	moi-même	PRO:per		s	83.25	107.3	83.25	107.3		1	1	1	8	6	CVV-CVCV	CYVCVC	2	2	6	5	mwa-mEm	2	CYV-CVC	emêm-iom	mEmawm	moi-même	PRO:per			3.45	2.6	moi-même-:per	3
ré-pon-di		répondit	Rep§di	répondre	VER			251.57	466.76	2.94	107.3	ind:pas:3s;	1	3	0	8	6	CVCVCCVC	CVCVCV	3	8	0	0	Re-p§-di	3	CV-CV-CV	tidnopér	id§peR	ré-pon-dit	VER	100	24	1.8	1.45	répondre	1
vou-lai		voulais	vulE	vouloir	VER			5249.3	1640.14	415.76	107.3	ind:imp:1s;ind:imp:2s;	1	3	0	7	4	CVVCVVC	CVCV	5	16	0	0	vu-lE	2	CV-CV	sialuov	Eluv	vou-lais	VER	94	17	1.65	1.2	vouloir	1
sou-ve-nir		souvenir	suv°niR	souvenir	NOM	m	s	63.24	197.03	30.45	106.69		2	3	1	8	7	CVVCVCVC	CVCVCVC	1	1	7	6	su-v°-niR	3	CV-CV-CVC	rinevuos	Rin°vus	sou-ve-nir	NOM,VER	100	18	2.25		souvenir	1
sen-ti-men		sentiment	s@tim@	sentiment	NOM	m	s	75.72	157.3	36.87	106.42		1	2	1	9	6	CVCCVCVCC	CVCVCV	2	1	9	6	s@-ti-m@	3	CV-CV-CV	tnemitnes	@mit@s	sen-ti-ment	NOM	100	22	2.15	1.85	sentir-ment	2
fer		fer	fER	fer	NOM	m	s	37.08	114.19	33.65	106.28		1	5	1	3	3	CVC	CVC	9	28	3	3	fER	1	CVC	ref	REf	fer	NOM			1.4	1	fer	1
pro-po		propos	pRopo	propos	NOM	m		115.21	106.28	115.21	106.28		1	1	1	6	5	CCVCVC	CCVCV	5	4	6	5	pRo-po	2	CCV-CV	soporp	opoRp	pro-pos	NOM	100	24	1.6	1.7	propos	1
ser-vi-c		service	sERvis	service	NOM	m	s	187.67	142.77	156	106.28		1	3	1	7	6	CVCCVCV	CVCCVC	1	4	6	6	sER-vis	2	CVC-CVC	ecivres	sivREs	ser-vi-ce	NOM	100	22	1.85	1.7	service	1
da-m		dame	dam	dame	NOM	f	s	111.2	151.35	86.5	106.15		3	7	1	4	3	CVCV	CVC	13	21	4	3	dam	1	CVC	emad	mad	da-me	NOM,ONO,VER	97	40	1	1	dame	1
mé-moi-r		mémoire	memwaR	mémoire	NOM		s	60.87	110.88	56.6	105.74		1	2	1	7	6	CVCVVCV	CVCYVC	0	0	5	4	me-mwaR	2	CV-CYVC	eriomém	Rawmem	mé-moi-re	NOM	96	27	2.55	2	mémoire	1
fran-çai-s		française	fR@sEz	français	ADJ	f	s	43.06	298.85	11.03	105.07		2	4	0	9	6	CCVCCVVCV	CCVCVC	0	0	0	0	fR@-sEz	2	CCV-CVC	esiaçnarf	zEs@Rf	fran-çai-se	ADJ,NOM	100	26	2.6	2.35	france-ais	2
ar-i-vai		arrivait	aRivE	arriver	VER			1252.42	723.04	22.16	105	ind:imp:3s;	1	4	0	8	5	VCCVCVVC	VCVCV	3	8	0	0	a-Ri-vE	3	V-CV-CV	tiavirra	EviRa	ar-ri-vait	VER	100	21	1.8	1.4	arriver	1
ap-e-lai		appelait	ap°lE	appeler	VER			1165.48	465.34	47.44	104.59	ind:imp:3s;	1	4	0	8	5	VCCVCVVC	VCVCV	2	8	0	0	a-p°-lE	3	V-CV-CV	tialeppa	El°pa	ap-pe-lait	VER	95	20	1.8		appeler	1
ge-nou		genoux	Z°nu	genou	NOM	m	p	54.24	127.91	42.82	103.99		1	2	0	6	4	CVCVVC	CVCV	0	2	0	4	Z°-nu	2	CV-CV	xuoneg	un°Z	ge-noux	NOM	100	22	2.5	1.9	genou	1
lan-gu		langue	l@g	langue	NOM	f	s	69.11	126.28	58.95	103.78		1	2	1	6	3	CVCCVV	CVC	8	17	6	3	l@g	1	CVC	eugnal	g@l	lan-gue	NOM	100	23	1.5	1	langue	1
pai		paix	pE	paix	NOM	f		144.86	103.72	144.86	103.72		1	10	1	4	2	CVVC	CV	7	29	4	2	pE	1	CV	xiap	Ep	paix	NOM	95	20	1.65	1	paix	1
li-r		lire	liR	lire	VER			281.09	324.8	89.58	103.58	inf;	2	5	1	4	3	CVCV	CVC	22	32	4	3	liR	1	CVC	eril	Ril	li-re	NOM,VER	100	12	1	1	lire	1
o-reil-		oreille	oREj	oreille	NOM	f	s	73.54	194.12	34.46	103.45		1	2	1	7	4	VCVVCCV	VCVY	2	4	7	4	o-REj	2	V-CVY	elliero	jERo	o-reil-le	NOM	100	23	1.75	1.65	oreille	1
com-pren		comprends	k§pR@	comprendre	VER			893.51	614.8	368.53	103.18	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	2	0	9	5	CVCCCVCCC	CVCCV	0	2	0	0	k§-pR@	2	CV-CCV	sdnerpmoc	@Rp§k	com-prend-s	VER	96	25	2.5	1.85	comprendre	1
en-fan-c		enfance	@f@s	enfance	NOM	f	s	33.01	103.99	32.7	103.11		1	2	1	7	4	VCCVCCV	VCVC	2	5	6	4	@-f@s	2	V-CVC	ecnafne	s@f@	en-fan-ce	NOM	96	33	1.85	1.65	enfance	1
di-rec-tion		direction	diREksj§	direction	NOM	f	s	45.06	108.04	43.25	103.04		1	2	1	9	8	CVCVCCVVC	CVCVCCYV	1	1	9	8	di-REk-sj§	3	CV-CVC-CYV	noitcerid	§jskERid	di-rec-tion	NOM	100	18	2.25	2.4	direct-ion	2
af-ai-r		affaires	afER	affaire	NOM	f	p	393.83	253.38	186.32	102.84		2	5	0	8	4	VCCVVCVC	VCVC	2	13	0	4	a-fER	2	V-CVC	seriaffa	REfa	af-fai-res	NOM,VER	100	19	1.8	1	affaire	1
vi-d		vide	vid	vide	ADJ		s	60.33	147.5	48.53	102.84		3	7	1	4	3	CVCV	CVC	12	17	4	3	vid	1	CVC	ediv	div	vi-de	ADJ,NOM,VER	100	16	1	1	vide	1
uit		huit	8it	huit	ADJ:num			58.47	102.5	58.47	102.5		1	1	1	4	3	CVVC	YVC	8	12	4	3	8it	1	YVC	tiuh	ti8	huit	ADJ:num			1.45	1.1	huit-:num	2
cer-tain		certain	sERt5	certain	ADJ	m	s	103.57	182.64	65.2	102.16		2	5	1	7	5	CVCCVVC	CVCCV	0	1	7	5	sER-t5	2	CVC-CV	niatrec	5tREs	cer-tain	ADJ,ADJ:ind	96	26	2.3	1.85	certain	1
doi		dois	dwa	devoir	VER			3232.57	1318.18	894.69	102.03	imp:pre:2s;ind:pre:1s;ind:pre:2s;inf;	1	5	0	4	3	CVVC	CYV	14	17	0	3	dwa	1	CYV	siod	awd	dois	VER	95	22	1.15	1	devoir	1
au-rai		aurait	oRE	avoir	VER			13572.4	6426.49	64.61	101.82	cnd:pre:3s;	2	9	0	6	3	VVCVVC	VCV	6	23	0	3	o-RE	2	V-CV	tiarua	ERo	au-rait	AUX,VER	93	16	1.55	1	avoir	1
po-ch		poche	pOS	poche	NOM		s	49.65	146.28	36.23	101.82		2	4	1	5	3	CVCCV	CVC	10	16	5	3	pOS	1	CVC	ehcop	SOp	po-che	NOM,VER	100	17	1.2	1	poche	1
fou-l		foule	ful	foule	NOM	f	s	27.81	112.3	25.95	101.62		2	7	1	5	3	CVVCV	CVC	15	19	5	3	ful	1	CVC	eluof	luf	fou-le	NOM,VER	100	19	1.1	1	foule	1
cer-tain		certains	sERt5	certains	ADJ:ind	m	p	57.58	101.28	57.58	101.28		3	5	1	8	5	CVCCVVCC	CVCCV	1	1	8	5	sER-t5	2	CVC-CV	sniatrec	5tREs	cer-tains	ADJ,ADJ:ind,PRO:ind			2.2	1.85	certains-:ind	2
li-gn		ligne	liN	ligne	NOM	f	s	89.83	162.3	69.42	101.01		1	2	1	5	3	CVCCV	CVC	10	19	5	3	liN	1	CVC	engil	Nil	li-gne	NOM	100	24	1.15	1	ligne	1
dif-i-ci-l		difficile	difisil	difficile	ADJ		s	150.58	118.11	135.15	100.74		1	2	1	9	7	CVCCVCVCV	CVCVCVC	0	0	9	7	di-fi-sil	3	CV-CV-CVC	eliciffid	lisifid	dif-fi-ci-le	ADJ	100	21	3.65	2.75	difficile	1
fû		fût	fy	être	VER			32236.5	15085.47	5.57	100.74	sub:imp:3s;	3	8	0	3	2	CVC	CV	11	24	2	2	fy	1	CV	tûf	yf	fût	NOM,AUX,VER	100	19	1.4	1	être	1
bleu		bleu	bl2	bleu	ADJ			70.61	207.64	31.24	100.41		2	6	1	4	3	CCVV	CCV	2	9	4	3	bl2	1	CCV	uelb	2lb	bleu	ADJ,NOM	100	27	1.65	1.25	bleu	1
boi-r		boire	bwaR	boire	VER			339.05	274.32	142.15	100.27	inf;;	2	2	1	5	4	CVVCV	CYVC	9	14	4	4	bwaR	1	CYVC	eriob	Rawb	boi-re	NOM,VER	100	30	1.4	1	boire	1
gueu-l		gueule	g9l	gueule	NOM	f	s	125.22	109.93	118.45	100.14		2	5	1	6	3	CVVVCV	CVC	4	8	6	3	g9l	1	CVC	elueug	l9g	gueu-le	NOM,VER	100	17	1.6	1.45	gueule	1
mar-ch		marche	maRS	marche	NOM	f	s	53.17	152.97	46.61	100		2	5	1	6	4	CVCCCV	CVCC	4	14	6	4	maRS	1	CVCC	ehcram	SRam	mar-che	NOM,VER	100	31	1.6	1	marcher	1
vin		vin	v5	vin	NOM	m	s	86.86	110.47	80.92	99.93		1	9	1	3	2	CVC	CV	14	25	3	2	v5	1	CV	niv	5v	vin	NOM			1	1	vin	1
