phonosyll	Error	ortho	phon	lemme	cgram	genre	nombre	freqlemfilms2	freqlemlivres	freqfilms2	freqlivres	infover	nbhomogr	nbhomoph	islem	nblettres	nbphons	cvcv	p_cvcv	voisorth	voisphon	puorth	puphon	syll	nbsyll	cv-cv	orthrenv	phonrenv	orthosyll	cgramortho	deflem	defobs	old20	pld20	morphoder	nbmorph
		vertige	vERtiZ	vertige	NOM	m	s	9.06	26.62	6.14	24.26		1	2	1	7	6	CVCCVCV	CVCCVC	2	1	7	6	vER-tiZ	2	CVC-CVC	egitrev	ZitREv	ver-ti-ge	NOM	100	24	2.05	1.95	vertige	1
		épouse	epuz	époux	NOM	f	s	65.34	46.62	41.98	24.26		2	5	0	6	4	VCVVCV	VCVC	2	1	0	0	e-puz	2	V-CVC	esuopé	zupe	é-pou-se	VER,NOM	100	21	1.7	1.65	époux	1
		appartenait	apaRt°nE	appartenir	VER			80.57	92.36	8.89	24.19	ind:imp:3s;	1	3	0	11	8	VCCVCCVCVVC	VCVCCVCV	2	4	0	0	a-paR-t°-nE	4	V-CVC-CV-CV	tianetrappa	En°tRapa	ap-par-te-nait	VER	100	24	2.55	2.15	appartenir	1
		ben	b5	ben	NOM	m		61.43	24.19	61.43	24.19		2	4	1	3	2	CVC	CV	10	26	3	2	b5	1	CV	neb	5b	ben	ADV,NOM			1.4	1	ben	1
		emporter	@pORte	emporter	VER			69.02	121.28	16.69	24.19	inf;	1	14	1	8	6	VCCVCCVC	VCVCCV	4	6	8	6	@-pOR-te	3	V-CVC-CV	retropme	etROp@	em-por-ter	VER	100	15	1.65	1.45	emporter	1
		mères	mER	mère	NOM	f	p	686.79	761.28	14.79	24.19		1	6	0	5	3	CVCVC	CVC	8	30	0	3	mER	1	CVC	serèm	REm	mè-res	NOM	100	27	1.4	1	mère	1
		possession	posesj§	possession	NOM	f	s	12.76	27.64	11.56	24.19		1	2	1	10	7	CVCCVCCVVC	CVCVCYV	0	1	9	6	po-se-sj§	3	CV-CV-CYV	noissessop	§jsesop	pos-ses-sion	NOM	100	17	2.75	1.9	possess-ion	2
		prénom	pRen§	prénom	NOM	m	s	25.88	30.47	23.18	24.19		1	2	1	6	5	CCVCVC	CCVCV	2	3	6	5	pRe-n§	2	CCV-CV	monérp	§neRp	pré-nom	NOM	86	15	2.35	1.8	pré-nom	2
		pénétrer	penetRe	pénétrer	VER			19	87.23	6.94	24.19	inf;	1	9	1	8	7	CVCVCCVC	CVCVCCV	1	4	7	7	pe-ne-tRe	3	CV-CV-CCV	rerténép	eRtenep	pé-né-trer	VER	100	22	2.2	2.1	pénétrer	1
		refuse	R°fyz	refuser	VER			143.96	152.77	49.29	24.19	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;	1	4	0	6	5	CVCVCV	CVCVC	3	1	0	0	R°-fyz	2	CV-CVC	esufer	zyf°R	re-fu-se	VER	96	33	1.55	1.65	refuser	1
		tombe	t§b	tombe	NOM	f	s	49.67	34.86	41.33	24.19		2	5	1	5	3	CVCCV	CVC	5	11	5	3	t§b	1	CVC	ebmot	b§t	tom-be	NOM,VER	93	15	1.45	1.05	tombe	1
		toutes	tut	toutes	PRO:ind	f	p	20.86	24.19	20.86	24.19		3	6	1	6	3	CVVCVC	CVC	5	22	6	3	tut	1	CVC	setuot	tut	tou-tes	ADJ,ADJ:ind,PRO:ind			1.55	1	toutes-:ind	2
		étiez	etje	être	VER			32236.5	15085.47	114.69	24.19	ind:imp:2p;	2	4	0	5	4	VCVVC	VCYV	3	6	0	4	e-tje	2	V-CYV	zeité	ejte	é-tiez	AUX,VER	100	19	1.7	1.4	être	1
		branche	bR@S	branche	NOM	f	s	18.07	85.61	11.85	24.12		2	5	1	7	4	CCVCCCV	CCVC	7	9	7	4	bR@S	1	CCVC	ehcnarb	S@Rb	bran-che	NOM,VER	93	16	1.25	1.05	branche	1
		colonnes	kolOn	colonne	NOM	f	p	11.95	50.07	2.71	24.12		1	2	0	8	5	CVCVCCVC	CVCVC	1	5	0	5	ko-lOn	2	CV-CVC	sennoloc	nOlok	co-lon-nes	NOM	100	21	1.95	1.75	colonne	1
		comprenais	k§pR°nE	comprendre	VER			893.51	614.8	5.34	24.12	ind:imp:1s;ind:imp:2s;	1	3	0	10	7	CVCCCVCVVC	CVCCVCV	1	3	0	0	k§-pR°-nE	3	CV-CCV-CV	sianerpmoc	En°Rp§k	com-pre-nais	VER	96	25	2.5	1.95	comprendre	1
		distinguer	dist5ge	distinguer	VER			12.77	74.12	5.74	24.12	inf;	1	10	1	10	7	CVCCVCCVVC	CVCCVCV	2	5	9	7	dis-t5-ge	3	CVC-CV-CV	reugnitsid	eg5tsid	dis-tin-guer	VER	100	25	2.05	1.9	distinguer	1
		interdit	5tERdi	interdire	VER	m	s	63.72	54.39	42.13	24.12	ind:pre:3s;par:pas;	3	8	0	8	6	VCCVCCVC	VCVCCV	2	0	8	6	5-tER-di	3	V-CVC-CV	tidretni	idREt5	in-ter-dit	VER,ADJ,NOM	100	16	2.1	1.8	interdire	1
		jugement	ZyZ°m@	jugement	NOM	m	s	21.43	29.26	19.92	24.12		1	2	1	8	6	CVCVCVCC	CVCVCV	0	0	5	4	Zy-Z°-m@	3	CV-CV-CV	tnemeguj	@m°ZyZ	ju-ge-ment	NOM	100	11	2.15		juge-ment	2
		marchand	maRS@	marchand	NOM	m	s	15.32	45.81	8.66	24.12		2	6	1	8	5	CVCCCVCC	CVCCV	1	6	8	5	maR-S@	2	CVC-CV	dnahcram	@SRam	mar-chand	ADJ,NOM	100	23	2	1.45	marchand	1
		oeuvres	9vR	oeuvre	NOM		p	41.96	92.23	6.72	24.12		2	5	0	7	3	VVVCCVC	VCC	2	3	0	3	9vR	1	VCC	servueo	Rv9	oeu-vres	NOM,VER	95	22	1.8	1.65	oeuvre	1
		reconnais	R°konE	reconnaître	VER			140.73	229.19	37.36	24.12	imp:pre:2s;ind:pre:1s;ind:pre:2s;	1	2	0	9	6	CVCVCCVVC	CVCVCV	1	3	0	0	R°-ko-nE	3	CV-CV-CV	siannocer	Enok°R	re-con-nais	VER	100	18	1.95	1.8	reconnaître	1
		sentis	s@ti	sentir	VER	m	p	535.4	718.78	2.6	24.12	ind:pas:1s;par:pas;	3	12	0	6	4	CVCCVC	CVCV	7	14	0	4	s@-ti	2	CV-CV	sitnes	it@s	sen-tis	ADJ,NOM,VER	100	19	1.5	1	sentir	1
		souvenait	suv°nE	souvenir	VER			315.05	215.41	1.23	24.12	ind:imp:3s;	1	3	0	9	6	CVVCVCVVC	CVCVCV	3	5	0	0	su-v°-nE	3	CV-CV-CV	tianevuos	En°vus	sou-ve-nait	VER	100	29	2		souvenir	1
		tendait	t@dE	tendre	VER			26.63	218.38	1.17	24.12	ind:imp:3s;	1	3	0	7	4	CVCCVVC	CVCV	8	17	0	0	t@-dE	2	CV-CV	tiadnet	Ed@t	ten-dait	VER	100	36	1.4	1	tendre	1
		couloirs	kulwaR	couloir	NOM	m	p	29.17	104.53	4.41	24.05		1	2	0	8	6	CVVCVVCC	CVCYVC	1	4	0	6	ku-lwaR	2	CV-CYVC	srioluoc	Rawluk	cou-loirs	NOM	100	20	2.25	1.8	couloir	1
		demie	d°mi	demi	ADJ	f	s	38.26	43.51	12.98	24.05		2	9	0	5	4	CVCVV	CVCV	1	5	0	4	d°-mi	2	CV-CV	eimed	im°d	de-mie	ADJ,NOM	100	22	1.85	1.75	demi	1
		dommage	domaZ	dommage	NOM	m	s	65.59	26.15	59.43	24.05		2	3	1	7	5	CVCCVCV	CVCVC	2	6	7	5	do-maZ	2	CV-CVC	egammod	Zamod	dom-ma-ge	NOM,ONO	96	28	2.1	1.65	dommage	1
		durer	dyRe	durer	VER			74.39	101.62	20.59	24.05	inf;	1	6	1	5	4	CVCVC	CVCV	6	13	5	4	dy-Re	2	CV-CV	rerud	eRyd	du-rer	VER	94	17	1.6	1.05	durer	1
		minuscules	minyskyl	minuscule	ADJ		p	7.26	62.09	2.19	24.05		2	4	0	10	8	CVCVCCVCVC	CVCVCCVC	0	0	0	6	mi-nys-kyl	3	CV-CVC-CVC	selucsunim	lyksynim	mi-nus-cu-les	ADJ,NOM	100	29	3.45	3.35	minuscule	1
		mômes	mom	môme	NOM		p	28.15	61.08	9.28	24.05		1	2	0	5	3	CVCVC	CVC	5	12	0	3	mom	1	CVC	semôm	mom	mô-mes	NOM	100	14	1.7	1.2	môme	1
		nourrir	nuRiR	nourrir	VER			52.53	64.53	22.08	24.05	inf;;	1	2	1	7	5	CVVCCVC	CVCVC	4	6	7	5	nu-RiR	2	CV-CVC	rirruon	RiRun	nour-rir	VER	97	34	1.7	1.45	nourrir	1
		rentré	R@tRe	rentrer	VER	m	s	532.51	279.93	44.27	24.05	par:pas;	3	12	0	6	5	CVCCCV	CVCCV	3	8	6	5	R@-tRe	2	CV-CCV	értner	eRt@R	ren-tré	VER,ADJ,NOM	95	24	1.7	1.2	rentrer	1
		stupeur	styp9R	stupeur	NOM	f	s	1.57	24.05	1.57	24.05		1	1	1	7	6	CCVCVVC	CCVCVC	1	2	5	5	sty-p9R	2	CCV-CVC	rueputs	R9pyts	s-tu-peur	NOM	100	29	2.1	1.85	stupeur	1
		sympathie	s5pati	sympathie	NOM	f	s	7.68	26.15	6.87	24.05		1	2	1	9	6	CVCCVCCVV	CVCVCV	0	0	9	6	s5-pa-ti	3	CV-CV-CV	eihtapmys	itap5s	sym-pa-thie	NOM	100	31	2.7	2.1	sympathie	1
		vertu	vERty	vertu	NOM	f	s	17.75	38.45	13.49	24.05		1	2	1	5	5	CVCCV	CVCCV	2	1	5	5	vER-ty	2	CVC-CV	utrev	ytREv	ver-tu	NOM	95	21	1.8	1.8	vertu	1
		visible	vizibl	visible	ADJ		s	8.98	30.61	7.41	24.05		1	2	1	7	6	CVCVCCV	CVCVCC	2	2	7	6	vi-zibl	2	CV-CVCC	elbisiv	lbiziv	vi-si-ble	ADJ	100	23	1.85	1.85	visible	1
		ferma	fERma	fermer	VER			238.65	197.16	0.59	23.99	ind:pas:3s;	1	2	0	5	5	CVCCV	CVCCV	7	8	0	0	fER-ma	2	CVC-CV	amref	amREf	fer-ma	VER	100	23	1.55	1.4	fermer	1
		manches	m@S	manche	NOM		p	14.25	59.39	4.13	23.99		1	2	0	7	3	CVCCCVC	CVC	5	16	0	3	m@S	1	CVC	sehcnam	S@m	man-ches	NOM	100	23	1.7	1	manche	1
		permet	pERmE	permettre	VER			172.86	184.19	22.88	23.99	ind:pre:3s;	1	2	0	6	5	CVCCVC	CVCCV	3	7	0	0	pER-mE	2	CVC-CV	temrep	EmREp	per-met	VER	86	15	1.75	1.5	permettre	1
		seront	s°R§	être	VER			32236.5	15085.47	54.06	23.99	ind:fut:3p;	2	4	0	6	4	CVCVCC	CVCV	2	11	0	0	s°-R§	2	CV-CV	tnores	§R°s	se-ront	AUX,VER	100	19	1.8		être	1
		sortie	sORti	sortir	VER	f	s	884.26	627.57	29.86	23.99	par:pas;	2	8	0	6	5	CVCCVV	CVCCV	4	5	6	5	sOR-ti	2	CVC-CV	eitros	itROs	sor-tie	NOM,VER	100	24	1.5	1.45	sortir	1
		utile	ytil	utile	ADJ		s	44.99	32.7	36.47	23.99		2	3	1	5	4	VCVCV	VCVC	0	2	5	4	y-til	2	V-CVC	elitu	lity	u-ti-le	ADJ,NOM	100	26	1.8	1.7	utile	1
		visiblement	vizibl°m@	visiblement	ADV			6.94	23.99	6.94	23.99		1	1	1	11	9	CVCVCCVCVCC	CVCVCCVCV	2	2	8	7	vi-zi-bl°-m@	4	CV-CV-CCV-CV	tnemelbisiv	@m°lbiziv	vi-si-ble-ment	ADV			2.65	2.75	visiblement	1
		échange	eS@Z	échange	NOM	m	s	32.77	32.43	29.97	23.99		2	5	1	7	4	VCCVCCV	VCVC	1	0	7	4	e-S@Z	2	V-CVC	egnahcé	Z@Se	é-chan-ge	NOM,VER	95	22	1.65	1.7	é-changer	2
		abandonné	ab@done	abandonner	VER	m	s	110.87	128.45	22.56	23.92	par:pas;	2	10	0	9	7	VCVCCVCCV	VCVCVCV	2	4	9	7	a-b@-do-ne	4	V-CV-CV-CV	énnodnaba	enod@ba	a-ban-don-né	VER,ADJ	100	16	2.15	1.8	abandonner	1
		admirable	admiRabl	admirable	ADJ		s	6.51	31.55	6.02	23.92		1	2	1	9	8	VCCVCVCCV	VCCVCVCC	0	0	9	8	ad-mi-Rabl	3	VC-CV-CVCC	elbarimda	lbaRimda	ad-mi-ra-ble	ADJ	100	24	2.75	2.75	admirer-able	2
		cérémonie	seRemoni	cérémonie	NOM	f	s	23.82	30.95	21.72	23.92		1	2	1	9	8	CVCVCVCVV	CVCVCVCV	0	0	9	8	se-Re-mo-ni	4	CV-CV-CV-CV	einoméréc	inomeRes	cé-ré-mo-nie	NOM	95	24	2.75	2.95	cérémonie	1
		douter	dute	douter	VER			77.77	88.11	12.64	23.92	inf;;	1	5	1	6	4	CVVCVC	CVCV	6	19	6	4	du-te	2	CV-CV	retuod	etud	dou-ter	VER	96	27	1.5	1	douter	1
		genou	Z°nu	genou	NOM	m	s	54.24	127.91	11.43	23.92		1	2	1	5	4	CVCVV	CVCV	0	2	5	4	Z°-nu	2	CV-CV	uoneg	un°Z	ge-nou	NOM	100	22	1.9	1.9	genou	1
		laissaient	lEsE	laisser	VER			1334.1	851.55	1.69	23.92	ind:imp:3p;	1	4	0	10	4	CVVCCVVVCC	CVCV	3	14	0	0	lE-sE	2	CV-CV	tneiassial	EsEl	lais-saient	VER	100	27	1.75	1.05	laisser	1
		néant	ne@	néant	NOM	m	s	6.62	23.99	6.62	23.92		1	2	1	5	3	CVVCC	CVV	4	8	5	3	ne-@	2	CV-V	tnaén	@en	néant	NOM	100	24	1.7	1.5	néant	1
		ruines	R8in	ruine	NOM	f	p	17.93	39.39	8.7	23.92		2	5	0	6	4	CVVCVC	CYVC	5	0	0	4	R8in	1	CYVC	seniur	ni8R	rui-nes	NOM,VER	100	23	1.5	1.7	ruiner	1
		administration	administRasj§	administration	NOM	f	s	13.4	26.42	13.24	23.85		1	2	1	14	13	VCCVCVCCCVCVVC	VCCVCVCCCVCYV	0	0	13	11	ad-mi-nis-tRa-sj§	5	VC-CV-CVC-CCV-CYV	noitartsinimda	§jsaRtsinimda	ad-mi-nis-tra-tion	NOM	100	21	3.15	4	administrer-ion	2
		humanité	ymanite	humanité	NOM	f	s	23.31	24.32	23.15	23.85		1	2	1	8	7	CVCVCVCV	VCVCVCV	1	1	8	7	y-ma-ni-te	4	V-CV-CV-CV	étinamuh	etinamy	hu-ma-ni-té	NOM	95	20	2.3	1.95	humain-ité	2
		intime	5tim	intime	ADJ		s	15.78	34.66	9.09	23.85		3	5	1	6	4	VCCVCV	VCVC	3	1	6	4	5-tim	2	V-CVC	emitni	mit5	in-ti-me	ADJ,NOM,VER	100	26	1.75	1.65	intime	1
		pauvres	povR	pauvre	NOM		p	68.54	53.24	22.8	23.85		2	4	0	7	4	CVVCCVC	CVCC	1	0	0	4	povR	1	CVCC	servuap	Rvop	pau-vres	ADJ,NOM	100	16	1.85	1.95	pauvre	1
		verts	vER	vert	ADJ	m	p	52.59	145.14	9.32	23.85		2	11	0	5	3	CVCCC	CVC	3	22	0	3	vER	1	CVC	strev	REv	verts	ADJ,NOM	100	26	1.65	1	vert	1
		vrais	vRE	vrai	ADJ	m	p	807.03	430.07	31.01	23.85		2	6	0	5	3	CCVVC	CCV	5	12	0	3	vRE	1	CCV	siarv	ERv	vrais	ADJ,NOM	95	21	1.5	1	VRAI	1
		étrangers	etR@Ze	étranger	NOM	m	p	59.32	66.62	19.67	23.85		2	4	0	9	6	VCCVCCVCC	VCCVCV	0	1	0	6	e-tR@-Ze	3	V-CCV-CV	sregnarté	eZ@Rte	é-tran-gers	ADJ,NOM	94	18	2.15	1.85	étranger	1
		accès	aksE	accès	NOM	m		29.53	23.78	29.53	23.78		1	1	1	5	4	VCCVC	VCCV	2	6	4	4	ak-sE	2	VC-CV	sècca	Eska	ac-cès	NOM	100	18	1.9	1.45	accès	1
		alluma	alyma	allumer	VER			54.8	116.28	0.33	23.78	ind:pas:3s;	1	2	0	6	5	VCCVCV	VCVCV	2	6	0	0	a-ly-ma	3	V-CV-CV	amulla	amyla	al-lu-ma	VER	100	13	1.8	1.4	allumer	1
		appétit	apeti	appétit	NOM	m	s	20.98	26.76	20.68	23.78		1	2	1	7	5	VCCVCVC	VCVCV	0	3	7	5	a-pe-ti	3	V-CV-CV	titéppa	itepa	ap-pé-tit	NOM	100	22	2.8	1.85	appétit	1
		fils	fil	fil	NOM	m	p	64.92	99.73	13.09	23.78		2	7	0	4	3	CVCC	CVC	12	26	4	3	fil	1	CVC	slif	lif	fils	NOM			1.1	1	fil	1
		ironie	iRoni	ironie	NOM	f	s	6.05	24.19	6	23.78		1	2	1	6	5	VCVCVV	VCVCV	0	0	6	5	i-Ro-ni	3	V-CV-CV	einori	inoRi	i-ro-nie	NOM	90	11	1.9	1.9	ironie	1
		photographie	fotogRafi	photographie	NOM	f	s	8.36	41.08	7.42	23.78		2	5	1	12	9	CCVCVCCVCCVV	CVCVCCVCV	2	0	12	9	fo-to-gRa-fi	4	CV-CV-CCV-CV	eihpargotohp	ifaRgotof	pho-to-gra-phie	NOM,VER	95	20	1.9	2	photographie	1
		terreur	tER9R	terreur	NOM	f	s	15.18	27.09	13.87	23.78		1	2	1	7	5	CVCCVVC	CVCVC	1	2	7	4	tE-R9R	2	CV-CVC	ruerret	R9REt	ter-reur	NOM	100	14	1.8	1.8	terreur	1
		verras	vERa	voir	VER			4119.43	2401.76	51.34	23.78	ind:fut:2s;	1	4	0	6	4	CVCCVC	CVCV	3	20	0	4	vE-Ra	2	CV-CV	sarrev	aREv	ver-ras	VER	94	19	1.7	1	voir	1
		auxquels	okEl	auxquels	PRO:rel	m	p	3.35	26.28	3.31	23.72		2	6	1	8	4	VVCCVVCC	VCVC	0	3	8	4	o-kEl	2	V-CVC	sleuqxua	lEko	aux-quels	PRO:int,PRO:rel			3.05	1.7	auxquels-:rel	2
		convaincre	k§v5kR	convaincre	VER			56.71	46.35	28.43	23.72	inf;;inf;;inf;;	1	1	1	10	6	CVCCVVCCCV	CVCVCC	2	6	9	6	k§-v5kR	2	CV-CVCC	ercniavnoc	Rk5v§k	con-vain-cre	VER	100	21	2.3	1.35	convaincre	1
		extérieur	EksteRj9R	extérieur	NOM	m	s	25.53	24.39	24.97	23.72		2	6	1	9	9	VCCVCVVVC	VCCCVCYVC	0	0	9	9	Ek-ste-Rj9R	3	VC-CCV-CYVC	rueirétxe	R9jRetskE	ex-té-rieur	ADJ,NOM	95	20	2.6	2.95	extérieur	1
		naguère	nagER	naguère	ADV			1.16	23.72	1.16	23.72		1	1	1	7	5	CVCVVCV	CVCVC	0	1	4	4	na-gER	2	CV-CVC	erèugan	REgan	na-guè-re	ADV			2.85	1.95	naguère	1
		vertes	vERt	vert	ADJ	f	p	52.59	145.14	4.29	23.72		1	2	0	6	4	CVCCVC	CVCC	10	16	0	0	vERt	1	CVCC	setrev	tREv	ver-tes	ADJ	100	26	1.35	1	vert	1
		voisine	vwazin	voisin	ADJ	f	s	14.31	49.73	3.19	23.72		3	6	0	7	6	CVVCVCV	CYVCVC	2	0	0	0	vwa-zin	2	CYV-CVC	enisiov	nizawv	voi-si-ne	ADJ,NOM,VER	100	22	1.8	1.8	voisin	1
		allions	alj§	aller	VER			9992.77	2854.93	8.62	23.65	ind:imp:1p;	1	1	0	7	4	VCCVVCC	VCYV	0	7	0	0	a-lj§	2	V-CYV	snoilla	§jla	al-lions	VER	100	17	1.85	1.3	aller	1
		ascenseur	as@s9R	ascenseur	NOM	m	s	25.34	25.88	22.87	23.65		1	2	1	9	6	VCCVCCVVC	VCVCVC	0	1	7	5	a-s@-s9R	3	V-CV-CVC	ruesnecsa	R9s@sa	as-cen-seur	NOM	100	28	2.6	1.9	ascension-eur	2
		différentes	difeR@t	différent	ADJ	f	p	135.8	92.03	23.25	23.65		1	2	0	11	7	CVCCVCVCCVC	CVCVCVC	1	2	0	0	di-fe-R@t	3	CV-CV-CVC	setneréffid	t@Refid	dif-fé-ren-tes	ADJ	89	19	2.3	1.75	différent	1
		fêtes	fEt	fête	NOM	f	p	155.97	94.05	17.94	23.65		2	10	0	5	3	CVCVC	CVC	8	29	0	3	fEt	1	CVC	setêf	tEf	fê-tes	NOM,VER	100	20	1.5	1	fête	1
		intimité	5timite	intimité	NOM	f	s	10.8	24.12	10.79	23.65		1	2	1	8	7	VCCVCVCV	VCVCVCV	1	1	7	6	5-ti-mi-te	4	V-CV-CV-CV	étimitni	etimit5	in-ti-mi-té	NOM	100	20	2	1.95	intime-ité	2
		las	la	las	ADJ	m		16.46	35	8.09	23.65		2	7	1	3	2	CVC	CV	22	31	3	2	la	1	CV	sal	al	las	ADJ,ONO			1	1	las	1
		particulier	paRtikylje	particulier	ADJ	m	s	24.91	53.99	13.88	23.65		2	4	1	11	10	CVCCVCVCVVC	CVCCVCVCYV	0	0	10	10	paR-ti-ky-lje	4	CVC-CV-CV-CYV	reilucitrap	ejlykitRap	par-ti-cu-lier	ADJ,NOM	100	14	3.05	3.3	particulier	1
		seront	s°R§	être	AUX			8074.24	6501.82	39.61	23.65	ind:fut:3p;	2	4	0	6	4	CVCVCC	CVCV	2	11	0	0	s°-R§	2	CV-CV	tnores	§R°s	se-ront	AUX,VER			1.8		être	1
		chasseur	Sas9R	chasseur	NOM	m	s	34.92	41.55	21.27	23.58		1	2	1	8	5	CCVCCVVC	CVCVC	1	7	7	4	Sa-s9R	2	CV-CVC	ruessahc	R9saS	chas-seur	NOM	93	15	1.75	1.65	chasser-eur	2
		débarrasser	debaRase	débarrasser	VER			61.77	48.92	32.37	23.58	inf;;	1	6	1	11	8	CVCVCCVCCVC	CVCVCVCV	2	4	9	7	de-ba-Ra-se	4	CV-CV-CV-CV	ressarrabéd	esaRabed	dé-bar-ras-ser	VER	94	18	1.9	1.65	débarrasser	1
		lourds	luR	lourd	ADJ	m	p	29.45	145.88	6.58	23.58		2	6	0	6	3	CVVCCC	CVC	5	23	0	3	luR	1	CVC	sdruol	Rul	lourd-s	ADJ,NOM	100	15	1.55	1	lourd	1
		là-dedans	lad°d@	là-dedans	ADV			74	23.58	74	23.58		1	1	1	9	6	CV-CVCVCC	CVCVCV	0	1	6	5	la-d°-d@	3	CV-CV-CV	snaded-àl	@d°dal	là-dedans	ADV			4	2.45	là-dedans	2
		population	popylasj§	population	NOM	f	s	15.68	33.65	14.86	23.58		1	2	1	10	9	CVCVCVCVVC	CVCVCVCYV	1	2	7	9	po-py-la-sj§	4	CV-CV-CV-CYV	noitalupop	§jsalypop	po-pu-la-tion	NOM	100	18	2.6	2.5	populat-ion	2
		ronde	R§d	rond	ADJ	f	s	12.31	78.51	3.18	23.58		2	4	0	5	3	CVCCV	CVC	13	17	5	3	R§d	1	CVC	ednor	d§R	ron-de	ADJ,NOM	93	31	1	1	rond	1
		teint	t5	teint	NOM	m	s	4.87	24.26	4.84	23.58		3	14	1	5	2	CVVCC	CV	5	25	5	2	t5	1	CV	tniet	5t	teint	VER,ADJ,NOM	96	30	1.45	1	teint	1
		bicyclette	bisiklEt	bicyclette	NOM	f	s	8.06	28.51	7.34	23.51		1	2	1	10	8	CVCVCCVCCV	CVCVCCVC	0	0	8	7	bi-si-klEt	3	CV-CV-CCVC	ettelcycib	tElkisib	bi-cy-clet-te	NOM	94	17	3.55	3.25	bicycle-ette	2
		deuil	d9j	deuil	NOM	m	s	12.24	26.22	12.21	23.51		1	2	1	5	3	CVVVC	CVY	1	5	4	3	d9j	1	CVY	liued	j9d	deuil	NOM	100	16	1.9	1.65	deuil	1
		définitivement	definitiv°m@	définitivement	ADV			9.34	23.51	9.34	23.51		1	1	1	14	12	CVCVCVCVCVCVCC	CVCVCVCVCVCV	0	0	9	9	de-fi-ni-ti-v°-m@	6	CV-CV-CV-CV-CV-CV	tnemevitiniféd	@m°vitinifed	dé-fi-ni-ti-ve-ment	ADV			4.5		définitivement	1
		espérer	EspeRe	espérer	VER			301.08	134.93	15.65	23.51	inf;	1	6	1	7	6	VCCVCVC	VCCVCV	1	4	6	6	Es-pe-Re	3	VC-CV-CV	rerépse	eRepsE	es-pé-rer	VER	100	21	1.95	1.75	espérer	1
		lundi	l1di	lundi	NOM	m	s	36.94	24.46	36.01	23.51		1	2	1	5	4	CVCCV	CVCV	0	2	4	3	l1-di	2	CV-CV	idnul	id1l	lun-di	NOM	100	20	1.95	1.9	lundi	1
		nôtre	notR	nôtre	PRO:pos		s	19	23.51	19	23.51		2	4	1	5	4	CVCCV	CVCC	3	11	5	4	notR	1	CVCC	ertôn	Rton	nô-tre	ADJ:pos,PRO:pos			1.8	1.3	nôtre-:pos	2
		parties	paRti	partie	NOM	f	p	191.19	211.49	13.39	23.51		2	13	0	7	5	CVCCVVC	CVCCV	3	10	0	5	paR-ti	2	CVC-CV	seitrap	itRap	par-ties	NOM,VER	100	20	1.6	1.1	partie	1
		plantes	pl@t	plante	NOM	f	p	21.86	35	12.85	23.51		2	5	0	7	4	CCVCCVC	CCVC	4	6	0	4	pl@t	1	CCVC	setnalp	t@lp	plan-tes	NOM,VER	95	22	1.35	1.2	plante	1
		propriétaire	pRopRijetER	propriétaire	NOM		s	37.27	32.77	29.77	23.51		1	2	1	12	11	CCVCCVVCVVCV	CCVCCVYVCVC	0	0	9	10	pRo-pRi-je-tER	4	CCV-CCV-YV-CVC	eriatéirporp	REtejiRpoRp	pro-prié-tai-re	NOM	100	23	3.45	3.9	propriétaire	1
		romans	Rom@	roman	NOM	m	p	23.73	74.8	5.94	23.51		2	4	0	6	4	CVCVCC	CVCV	3	12	0	4	Ro-m@	2	CV-CV	snamor	@moR	ro-mans	ADJ,NOM	95	22	1.65	1.15	roman	1
		télévision	televizj§	télévision	NOM	f	s	26.38	24.32	25.45	23.51		1	2	1	10	9	CVCVCVCVVC	CVCVCVCYV	0	0	8	8	te-le-vi-zj§	4	CV-CV-CV-CYV	noisivélét	§jzivelet	té-lé-vi-sion	NOM	100	29	3.25	3.25	télévision	1
		devenus	d°v°ny	devenir	VER	m	p	438.57	533.51	17.16	23.45	par:pas;	1	4	0	7	6	CVCVCVC	CVCVCV	2	5	0	0	d°-v°-ny	3	CV-CV-CV	suneved	yn°v°d	de-ve-nus	VER	100	37	1.8	2	devenir	1
		marché	maRSe	marcher	VER	m	s	364.37	325.61	44.87	23.45	par:pas;	2	7	0	6	5	CVCCCV	CVCCV	2	8	6	5	maR-Se	2	CVC-CV	éhcram	eSRam	mar-ché	VER,NOM	100	13	1.85	1.35	marcher	1
		populaire	popylER	populaire	ADJ		s	19.34	31.28	16.23	23.45		1	2	1	9	7	CVCVCVVCV	CVCVCVC	0	0	9	7	po-py-lER	3	CV-CV-CVC	erialupop	RElypop	po-pu-lai-re	ADJ	95	21	2.45	2.15	populaire	1
		poète	poEt	poète	NOM	m	s	22.65	35.95	16.98	23.45		1	2	1	5	4	CVVCV	CVVC	5	4	4	4	po-Et	2	CV-VC	etèop	tEop	poè-te	NOM	100	16	1.6	1.6	poète	1
		rencontre	R@k§tR	rencontrer	VER			241.04	188.51	22.66	23.45	imp:pre:2s;ind:pre:1s;ind:pre:3s;sub:pre:1s;sub:pre:3s;	2	5	0	9	6	CVCCVCCCV	CVCVCC	2	0	9	6	R@-k§tR	2	CV-CVCC	ertnocner	Rt§k@R	ren-con-tre	NOM,VER	100	25	1.9	1.75	rencontrer	1
		sage	saZ	sage	ADJ		s	39.09	31.15	31.93	23.45		2	4	1	4	3	CVCV	CVC	10	18	4	3	saZ	1	CVC	egas	Zas	sa-ge	ADJ,NOM	100	26	1.25	1	sage	1
